url_detail_id,scrapped_day,title,opening_date,closing_date,source,is_alert,location
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25634,19/03/2023,Pasante de Igualdad de Género (Gestión del Conocimiento),15-Mar-2023,09-Apr-2023,unops,True,"Ciudad de Guatemala, Guatemala"
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25636,19/03/2023,"Engineering Assistant (multiple positions), Multiple positions",16-Mar-2023,30-Mar-2023,unops,False,"Sana'a, Yemen"
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25668,19/03/2023,Knowledge Management Intern,16-Mar-2023,30-Mar-2023,unops,False,"Copenhagen, Denmark"
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25642,19/03/2023,Administration Intern (Research Intern),13-Mar-2023,27-Mar-2023,unops,False,"New York, United States of America"
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25644,19/03/2023,ICT Intern (Graphic/Web Design Intern),13-Mar-2023,27-Mar-2023,unops,False,"New York, United States of America"
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25524,19/03/2023,Stagiaire à l'Administration (REPUBLICATION),07-Mar-2023,22-Mar-2023,unops,False,"Antananarivo, Madagascar"
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25595,19/03/2023,Human Resources Intern,06-Mar-2023,20-Mar-2023,unops,False,"Bangkok, Thailand"
https://jobs.unops.org/Pages/ViewVacancy/VADetails.aspx?id=25607,19/03/2023,Partnership Development Intern,06-Mar-2023,20-Mar-2023,unops,False,"Nairobi, Kenya"
